# German main-verb lemma frequency ranking (top 5000).
# Source: UD German-HDT (Universal Dependencies release of the Hamburg
#   Dependency Treebank), https://github.com/UniversalDependencies/UD_German-HDT
#   License: CC BY-SA 4.0 — this derived list is likewise CC BY-SA 4.0.
# Method: XPOS VV* tokens; PTKVZ separable prefixes re-attached to head lemma;
#   lemmas lowercased and restricted to /^[a-zäöüß]+n$/. See docs/adr/0009.
# Extracted: 2026-07-23 by tools/extract-verb-frequency.mjs.
rank,lemma,freq
3954,anstreichen,1
3955,antelefonieren,1
3956,antesten,1
3957,antragen,1
3958,antrainieren,1
3959,anunknown,1
3960,applaudieren,1
3961,ätzen,1
3962,auditieren,1
3963,aufbegehren,1
3964,aufblasen,1
3965,aufblinken,1
3966,aufblitzen,1
3967,aufdampfen,1
3968,aufessen,1
3969,aufflackern,1
3970,aufforsten,1
3971,aufgliedern,1
3972,aufhellen,1
3973,aufhetzen,1
3974,aufklappen,1
3975,aufklaren,1
3976,auflesen,1
3977,aufleuchten,1
3978,aufliegen,1
3979,auflockern,1
3980,aufmöbeln,1
3981,aufmodulieren,1
3982,aufopfern,1
3983,aufpoppen,1
3984,aufrechthalten,1
3985,aufsammeln,1
3986,aufsaugen,1
3987,aufschaukeln,1
3988,aufschnappen,1
3989,aufschwatzen,1
3990,aufsitzen,1
3991,aufsparen,1
3992,aufspeichern,1
3993,aufsplitten,1
3994,aufsplittern,1
3995,aufsprechen,1
3996,aufstöhnen,1
3997,auftauschen,1
3998,auftreffen,1
3999,auftürmen,1
4000,aufwärtsgehen,1
4001,aufwiegen,1
4002,aufwischen,1
4003,ausbalancieren,1
4004,ausbeißen,1
4005,ausbessern,1
4006,ausbeulen,1
4007,ausbitten,1
4008,ausbrennen,1
4009,ausbuddeln,1
4010,ausdiskutieren,1
4011,ausdünnen,1
4012,auseinanderfliegen,1
4013,auseinanderklappen,1
4014,ausfeilen,1
4015,ausgreifen,1
4016,ausheulen,1
4017,auskaufen,1
4018,ausklingen,1
4019,ausklinken,1
4020,ausklügeln,1
4021,ausklüngeln,1
4022,auskratzen,1
4023,auskühlen,1
4024,auslernen,1
4025,auslöffeln,1
4026,auslosen,1
4027,ausmaskieren,1
4028,ausmisten,1
4029,ausmuten,1
4030,auspressen,1
4031,ausradieren,1
4032,ausrasten,1
4033,ausreisen,1
4034,ausrenken,1
4035,ausrücken,1
4036,ausschicken,1
4037,aussieben,1
4038,aussondern,1
4039,aussorgen,1
4040,ausspannen,1
4041,ausstaffieren,1
4042,aussteuern,1
4043,ausstreichen,1
4044,austarieren,1
4045,austreiben,1
4046,auswälzen,1
4047,auswischen,1
4048,bagatellisieren,1
4049,bahnen,1
4050,balgen,1
4051,balzen,1
4052,banken,1
4053,bappen,1
4054,bedampfen,1
4055,bedudeln,1
4056,beerdigen,1
4057,befremden,1
4058,befugen,1
4059,befüllen,1
4060,beglaubigen,1
4061,beglückwünschen,1
4062,begrünen,1
4063,begucken,1
4064,behagen,1
4065,beheizen,1
4066,behelligen,1
4067,beimischen,1
4068,beiseitelassen,1
4069,beiseitewischen,1
4070,bejammern,1
4071,bekehren,1
4072,bekleben,1
4073,bekritteln,1
4074,bekümmern,1
4075,beladen,1
4076,belagern,1
4077,belästern,1
4078,bellen,1
4079,bemänteln,1
4080,berauschen,1
4081,bereitmachen,1
4082,bersten,1
4083,beschämen,1
4084,bescheißen,1
4085,beschichten,1
4086,beschwatzen,1
4087,besiedeln,1
4088,bespitzeln,1
4089,bespritzen,1
4090,bestehlen,1
4091,besteigen,1
4092,bestrahlen,1
4093,betasten,1
4094,betören,1
4095,betrinken,1
4096,betten,1
4097,beurkunden,1
4098,beurlauben,1
4099,bevorraten,1
4100,bewogen,1
4101,bezuschussen,1
4102,bimmeln,1
4103,blechen,1
4104,blinken,1
4105,blinzeln,1
4106,blippen,1
4107,bloßstellen,1
4108,blubbern,1
4109,bongen,1
4110,brauen,1
4111,breitmachen,1
4112,breitschlagen,1
4113,brettern,1
4114,brüllen,1
4115,brummeln,1
4116,brüsten,1
4117,bruzzeln,1
4118,büffeln,1
4119,bugsieren,1
4120,bundlen,1
4121,bunkern,1
4122,bürsten,1
4123,canceln,1
4124,casten,1
4125,clustern,1
4126,compilieren,1
4127,contentumieren,1
4128,covern,1
4129,daddeln,1
4130,daherbramarbasieren,1
4131,dämonisieren,1
4132,danebenbenehmen,1
4133,danebengehen,1
4134,danebengreifen,1
4135,daniederliegen,1
4136,darbieten,1
4137,darstehen,1
4138,darunknown,1
4139,davonrennen,1
4140,dazubekommen,1
4141,dazumischen,1
4142,dazupacken,1
4143,dazuverdienen,1
4144,dazuzählen,1
4145,dealen,1
4146,debuggen,1
4147,deckeln,1
4148,decodieren,1
4149,dehydrieren,1
4150,dekommerzialisieren,1
4151,dekonsolidieren,1
4152,dekorieren,1
4153,dekretierten,1
4154,delektieren,1
4155,demodulieren,1
4156,deportieren,1
4157,desinfizieren,1
4158,desinstallieren,1
4159,desorientieren,1
4160,destabilisieren,1
4161,detaillieren,1
4162,dezentralisieren,1
4163,diffundieren,1
4164,dimensionieren,1
4165,dirigieren,1
4166,disassemblieren,1
4167,diskreditieren,1
4168,disziplinieren,1
4169,donnern,1
4170,doppeln,1
4171,dösen,1
4172,dramatisieren,1
4173,drangehen,1
4174,drankommen,1
4175,dräuen,1
4176,draufbezahlen,1
4177,draufklatschen,1
4178,drinvernehmen,1
4179,dröhnen,1
4180,drüberfahren,1
4181,durchatmen,1
4182,durchbrennen,1
4183,durchdiskutieren,1
4184,durchfinanzieren,1
4185,durchfliegen,1
4186,durchfließen,1
4187,durchforschen,1
4188,durchgreifen,1
4189,durchkriegen,1
4190,durchlassen,1
4191,durchleiten,1
4192,durchlesen,1
4193,durchnagen,1
4194,durchnummerieren,1
4195,durchpeitschen,1
4196,durchprobieren,1
4197,durchqueren,1
4198,durchrattern,1
4199,durchrutschen,1
4200,durchschimmern,1
4201,durchschmoren,1
4202,durchschneiden,1
4203,durchschnüffeln,1
4204,durchschummeln,1
4205,durchschwimmen,1
4206,durchstreichen,1
4207,durchtelefonieren,1
4208,durchtesten,1
4209,düsen,1
4210,echauffieren,1
4211,einäschern,1
4212,einbestellen,1
4213,einbezahlen,1
4214,einbrocken,1
4215,einbuddeln,1
4216,eindampfen,1
4217,einflechten,1
4218,einfüttern,1
4219,eingravieren,1
4220,einhacken,1
4221,einhauchen,1
4222,einhüllen,1
4223,einhüten,1
4224,einjagen,1
4225,einkesseln,1
4226,einkleiden,1
4227,einklemmen,1
4228,einknicken,1
4229,einkoppeln,1
4230,einleuchten,1
4231,einliefern,1
4232,einmarschieren,1
4233,einnähen,1
4234,einnebeln,1
4235,einprasseln,1
4236,einprogrammieren,1
4237,einreiten,1
4238,einrenken,1
4239,einrennen,1
4240,einsacken,1
4241,einsaugen,1
4242,einschenken,1
4243,einschleppen,1
4244,einschmeicheln,1
4245,einschmuggeln,1
4246,einschnüren,1
4247,einsocken,1
4248,einstoßen,1
4249,einstreuen,1
4250,einstürmen,1
4251,eintüten,1
4252,einwandern,1
4253,einweben,1
4254,einzeichnen,1
4255,emporheben,1
4256,emporsteigen,1
4257,encoden,1
4258,encodieren,1
4259,entblättern,1
4260,enteignen,1
4261,enteilen,1
4262,entfahren,1
4263,entflammen,1
4264,entfleuchen,1
4265,entfliehen,1
4266,entfremden,1
4267,entgegenblicken,1
4268,entgegenkrabbeln,1
4269,entgegenlaufen,1
4270,entgegenleuchten,1
4271,entgegenspringen,1
4272,entgegenstemmen,1
4273,entgegensteuern,1
4274,entgegentreiben,1
4275,entgegenwehen,1
4276,entgleisen,1
4277,entkleiden,1
4278,entlehnen,1
4279,entpacken,1
4280,entprivatisieren,1
4281,entputzen,1
4282,enträtseln,1
4283,entsagen,1
4284,entschulden,1
4285,entsichern,1
4286,entspinnen,1
4287,entstellen,1
4288,entthronen,1
4289,entvaporisieren,1
4290,entwischen,1
4291,entzerren,1
4292,erbarmen,1
4293,erbieten,1
4294,erden,1
4295,erdenken,1
4296,ereifern,1
4297,erflehen,1
4298,ergießen,1
4299,ergrauen,1
4300,erklagen,1
4301,erklingen,1
4302,erlahmen,1
4303,erlauschen,1
4304,ermangeln,1
4305,ermäßigen,1
4306,ermessen,1
4307,ernüchtern,1
4308,erröten,1
4309,erschallen,1
4310,erschnuppern,1
4311,ersehnen,1
4312,erstechen,1
4313,erstreben,1
4314,ertasten,1
4315,etikettieren,1
4316,evolvieren,1
4317,exhumieren,1
4318,expedieren,1
4319,falten,1
4320,fantasieren,1
4321,fehldeuten,1
4322,fernliegen,1
4323,festbeißen,1
4324,festketten,1
4325,festnieten,1
4326,festpappen,1
4327,filetieren,1
4328,fixen,1
4329,flankieren,1
4330,flehen,1
4331,flößen,1
4332,flöten,1
4333,fluchen,1
4334,flüstern,1
4335,flutschen,1
4336,föhnen,1
4337,foltern,1
4338,foppen,1
4339,formalisieren,1
4340,fortbewegen,1
4341,fortlocken,1
4342,fortspülen,1
4343,frankieren,1
4344,frdern,1
4345,freibleiben,1
4346,freikommen,1
4347,freilegen,1
4348,freischaufeln,1
4349,freischwimmen,1
4350,fremdgehen,1
4351,frisieren,1
4352,gähnen,1
4353,gängeln,1
4354,gefangenhalten,1
4355,gefangennehmen,1
4356,gegenhalten,1
4357,gegenrechnen,1
4358,geifern,1
4359,gemahnen,1
4360,genesen,1
4361,genieren,1
4362,gereichen,1
4363,gerinnen,1
4364,gesundstoßen,1
4365,getrauen,1
4366,gewahren,1
4367,gieren,1
4368,glätten,1
4369,gleichschalten,1
4370,globalisieren,1
4371,glühen,1
4372,grabben,1
4373,granteln,1
4374,grassieren,1
4375,grübeln,1
4376,guttun,1
4377,haben,1
4378,hakeln,1
4379,haltmachen,1
4380,hamstern,1
4381,hecheln,1
4382,heiligen,1
4383,heiraten,1
4384,heißlaufen,1
4385,herabblicken,1
4386,heranbrausen,1
4387,heranreifen,1
4388,herantasten,1
4389,herantrauen,1
4390,heraufschrauben,1
4391,herausbrechen,1
4392,herausfliegen,1
4393,heraushauen,1
4394,heraushelfen,1
4395,herauskramen,1
4396,herauslotsen,1
4397,herauspressen,1
4398,herausquetschen,1
4399,herausschicken,1
4400,herausschlagen,1
4401,heraustreten,1
4402,herauswagen,1
4403,herauswerfen,1
4404,herauswinden,1
4405,herbeireden,1
4406,herbeischaffen,1
4407,hereinbekommen,1
4408,hereinbrechen,1
4409,hereinhören,1
4410,hereinlassen,1
4411,hereinwehen,1
4412,herhinken,1
4413,herkommen,1
4414,herleiten,1
4415,herprogrammieren,1
4416,herschauen,1
4417,herschieben,1
4418,herüberreden,1
4419,herüberspülen,1
4420,herumballern,1
4421,herumdrehen,1
4422,herumeiern,1
4423,herumfläzen,1
4424,herumgehen,1
4425,herumgraben,1
4426,herumjonglieren,1
4427,herumkrabbeln,1
4428,herumkratzen,1
4429,herumkurven,1
4430,herumliegen,1
4431,herummäkeln,1
4432,herumquälen,1
4433,herumregulieren,1
4434,herumreißen,1
4435,herumreiten,1
4436,herumrennen,1
4437,herumschaufeln,1
4438,herumschnüffeln,1
4439,herumschreiben,1
4440,herumschwimmen,1
4441,herumspielen,1
4442,herumspionieren,1
4443,herumsteuern,1
4444,herumstöbern,1
4445,herumtaumeln,1
4446,herumtönen,1
4447,herumtrollen,1
4448,herumwurschteln,1
4449,herunterdrehen,1
4450,herunterhandeln,1
4451,herunterklappen,1
4452,herunterrechnen,1
4453,herunterstufen,1
4454,hervorlocken,1
4455,herziehen,1
4456,hetzen,1
4457,hinaufladen,1
4458,hinaufzwiebeln,1
4459,hinausführen,1
4460,hinausreichen,1
4461,hinausschauen,1
4462,hinausschmeißen,1
4463,hinausschreien,1
4464,hinauswerfen,1
4465,hinausziehen,1
4466,hindurchfließen,1
4467,hineinblasen,1
4468,hineinfressen,1
4469,hineinplumpsen,1
4470,hineinragen,1
4471,hineinrechnen,1
4472,hineinreißen,1
4473,hineinsagen,1
4474,hineinschlittern,1
4475,hineinspringen,1
4476,hineinversetzen,1
4477,hineinziehen,1
4478,hinfließen,1
4479,hinirren,1
4480,hinklicken,1
4481,hinkriegen,1
4482,hinkucken,1
4483,hinmurmeln,1
4484,hinrichten,1
4485,hinschieben,1
4486,hinschütten,1
4487,hintergehen,1
4488,hinterherrennen,1
4489,hinterherschmeißen,1
4490,hinterherspionieren,1
4491,hinterhertrotten,1
4492,hinterziehen,1
4493,hinterzogen,1
4494,hinwegfegen,1
4495,hinwegreichen,1
4496,hinwegschwappen,1
4497,hinwegsehen,1
4498,hinwegsetzen,1
4499,hinwegtrösten,1
4500,hinwerfen,1
4501,hinzugesellen,1
4502,hinzulernen,1
4503,hinzumieten,1
4504,hinzusetzen,1
4505,hochjubeln,1
4506,hochklappen,1
4507,hochkochen,1
4508,hochloben,1
4509,hochpäppeln,1
4510,hochprogrammieren,1
4511,hochpuschen,1
4512,hochpushen,1
4513,hochreden,1
4514,hochschicken,1
4515,hochschießen,1
4516,hochstellen,1
4517,hochzüchten,1
4518,hopsen,1
4519,horchen,1
4520,horten,1
4521,huldigen,1
4522,hüpfen,1
4523,hypnotisieren,1
4524,immunisieren,1
4525,imponieren,1
4526,infiltrieren,1
4527,initieren,1
4528,insistieren,1
4529,inspizieren,1
4530,institutionalisieren,1
4531,instruieren,1
4532,interferieren,1
4533,internalisieren,1
4534,inthronisieren,1
4535,inventarisieren,1
4536,jetten,1
4537,jonglieren,1
4538,kalibrieren,1
4539,kannibalisieren,1
4540,kaprizieren,1
4541,kartografieren,1
4542,kategorisieren,1
4543,kehrtmachen,1
4544,ketten,1
4545,kichern,1
4546,kidnappen,1
4547,kitten,1
4548,klammern,1
4549,klappern,1
4550,kleckern,1
4551,klimatisieren,1
4552,knebeln,1
4553,kneifen,1
4554,knicksen,1
4555,knistern,1
4556,knobeln,1
4557,kolorieren,1
4558,komplimentieren,1
4559,kondensieren,1
4560,konnektieren,1
4561,konservieren,1
4562,kontaminieren,1
4563,konzeptionieren,1
4564,kotzen,1
4565,krabbeln,1
4566,krächzen,1
4567,kracken,1
4568,krakeelen,1
4569,krebsen,1
4570,kreiseln,1
4571,kreißen,1
4572,kribbeln,1
4573,kristallisieren,1
4574,kurven,1
4575,kurzarbeiten,1
4576,kurzschließen,1
4577,kuscheln,1
4578,lädieren,1
4579,lamentieren,1
4580,lärmen,1
4581,layouten,1
4582,lecken,1
4583,leerlaufen,1
4584,leerstehen,1
4585,leichtmachen,1
4586,lochen,1
4587,löchern,1
4588,lockermachen,1
4589,lodern,1
4590,logieren,1
4591,losbuhen,1
4592,losen,1
4593,losentwickeln,1
4594,losgeschlagen,1
4595,loslösen,1
4596,losschwadronieren,1
4597,losstreamen,1
4598,lumpen,1
4599,magnetisieren,1
4600,mäkeln,1
4601,mäßigen,1
4602,maßregeln,1
4603,mästen,1
4604,mastern,1
4605,maulen,1
4606,mimen,1
4607,missnutzen,1
4608,missverstehen,1
4609,mitabstimmen,1
4610,mitbetreuen,1
4611,mitbewegen,1
4612,mitchatten,1
4613,mitdebattieren,1
4614,mitdichten,1
4615,mitdiskutieren,1
4616,miterklären,1
4617,mitführen,1
4618,mithören,1
4619,mitinitiieren,1
4620,mitinstallieren,1
4621,mitkaufen,1
4622,mitklingen,1
4623,mitlauschen,1
4624,mitleiden,1
4625,mitnutzen,1
4626,mitordern,1
4627,mitpassieren,1
4628,mitprägen,1
4629,mitrechnen,1
4630,mitschicken,1
4631,mitschleppen,1
4632,mitschreiben,1
4633,mitsenken,1
4634,mitspeichern,1
4635,mitübertragen,1
4636,mitversichern,1
4637,mitwachsen,1
4638,mitzahlen,1
4639,mitzocken,1
4640,mixen,1
4641,mobben,1
4642,mokieren,1
4643,monologisieren,1
4644,motzen,1
4645,mounten,1
4646,munitionieren,1
4647,murmeln,1
4648,nachbearbeiten,1
4649,nachdrucken,1
4650,nachentrichten,1
4651,nachfließen,1
4652,nachgrübeln,1
4653,nachhelfen,1
4654,nachhinken,1
4655,nachjagen,1
4656,nachkonstruieren,1
4657,nachlaufen,1
4658,nachnominieren,1
4659,nachordern,1
4660,nachplappern,1
4661,nachprogrammieren,1
4662,nachprügeln,1
4663,nachrufen,1
4664,nachschauen,1
4665,nachschießen,1
4666,nachspähen,1
4667,nachsprechen,1
4668,nachstreben,1
4669,nachtrauern,1
4670,nachweinen,1
4671,nachwerfen,1
4672,nachzählen,1
4673,nachzeichnen,1
4674,nahekommen,1
4675,negieren,1
4676,netzwerken,1
4677,neuberechnen,1
4678,neugründen,1
4679,nicken,1
4680,niederbrennen,1
4681,niederdrücken,1
4682,niederhageln,1
4683,niedermachen,1
4684,niederprasseln,1
4685,niederstimmen,1
4686,niesen,1
4687,nieten,1
4688,nivellieren,1
4689,normieren,1
4690,notlanden,1
4691,numerieren,1
4692,nummerieren,1
4693,observieren,1
4694,okkupieren,1
4695,optieren,1
4696,outsourcen,1
4697,oxydieren,1
4698,paktieren,1
4699,paralysieren,1
4700,peitschen,1
4701,pennen,1
4702,perpetuieren,1
4703,pfropfen,1
4704,picken,1
4705,piepen,1
4706,pinkeln,1
4707,ploppen,1
4708,poppen,1
4709,postieren,1
4710,potenzieren,1
4711,powern,1
4712,präjudizieren,1
4713,prämiieren,1
4714,präsidieren,1
4715,printen,1
4716,probehören,1
4717,probeleben,1
4718,probewohnen,1
4719,promovieren,1
4720,prosperieren,1
4721,prostituieren,1
4722,protegieren,1
4723,protzen,1
4724,pulsen,1
4725,pulsieren,1
4726,pusten,1
4727,querlesen,1
4728,quetschen,1
4729,raffen,1
4730,raffinieren,1
4731,räkeln,1
4732,ranhalten,1
4733,rankommen,1
4734,rattern,1
4735,raufen,1
4736,rausbekommen,1
4737,rausdrängen,1
4738,raushalten,1
4739,rausholen,1
4740,rausnehmen,1
4741,räuspern,1
4742,rauspicken,1
4743,rausputzen,1
4744,rausschmeissen,1
4745,rausstellen,1
4746,reanimieren,1
4747,rebellieren,1
4748,rechtgeben,1
4749,referenzieren,1
4750,refokussieren,1
4751,reformatieren,1
4752,regionalisieren,1
4753,rehabilitieren,1
4754,reihen,1
4755,reindrücken,1
4756,reinhämmern,1
4757,reinholen,1
4758,reinkommen,1
4759,reinlangen,1
4760,reinpassen,1
4761,reinschieben,1
4762,rekalibrieren,1
4763,rekonfigurieren,1
4764,rekurieren,1
4765,remixen,1
4766,repartitionieren,1
4767,revanchieren,1
4768,rieseln,1
4769,ritzen,1
4770,rivalisieren,1
4771,robben,1
4772,rosten,1
4773,rösten,1
4774,rübergeben,1
4775,rückbesinnen,1
4776,rückfragen,1
4777,rückkoppeln,1
4778,rückübersetzen,1
4779,rudern,1
4780,rumliegen,1
4781,rummeckern,1
4782,rümpfen,1
4783,rumspielen,1
4784,rumtreiben,1
4785,rumtröten,1
4786,rumzappen,1
4787,runterhandeln,1
4788,runterkommen,1
4789,rupfen,1
4790,satteln,1
4791,sattsehen,1
4792,säumen,1
4793,schämen,1
4794,schaufeln,1
4795,scheffeln,1
4796,schichten,1
4797,schikanieren,1
4798,schillern,1
4799,schimmern,1
4800,schippern,1
4801,schlafenlegen,1
4802,schlängeln,1
4803,schleifen,1
4804,schlurfen,1
4805,schlußfolgern,1
4806,schmettern,1
4807,schneien,1
4808,schnippen,1
4809,schreibschützen,1
4810,schütten,1
4811,schwafeln,1
4812,schwarzhören,1
4813,schwarzsehen,1
4814,schweißen,1
4815,screenen,1
4816,scrollen,1
4817,seufzen,1
4818,shreddern,1
4819,sickern,1
4820,sieben,1
4821,skandieren,1
4822,soufflieren,1
4823,spammen,1
4824,spazieren,1
4825,spazierengehen,1
4826,spitzen,1
4827,sprinten,1
4828,stanzen,1
4829,stapfen,1
4830,stauen,1
4831,stempeln,1
4832,sticheln,1
4833,stieren,1
4834,stigmatisieren,1
4835,stinken,1
4836,stottern,1
4837,stranden,1
4838,strolchen,1
4839,stunden,1
4840,subsumieren,1
4841,suhlen,1
4842,surren,1
4843,switchen,1
4844,sympathisieren,1
4845,synthetisieren,1
4846,teilprivatisieren,1
4847,teiltragen,1
4848,telearbeiten,1
4849,teleportieren,1
4850,torkeln,1
4851,totreden,1
4852,totsagen,1
4853,totschweigen,1
4854,tradieren,1
4855,trampen,1
4856,transkribieren,1
4857,transplantieren,1
4858,tratschen,1
4859,triefen,1
4860,trockenlegen,1
4861,tünchen,1
4862,türken,1
4863,türmen,1
4864,übelnehmen,1
4865,überantworten,1
4866,überblicken,1
4867,überbrennen,1
4868,übereignen,1
4869,überfahren,1
4870,überfüllen,1
4871,überhandnehmen,1
4872,überhasten,1
4873,überhäufen,1
4874,überkommen,1
4875,überlaufen,1
4876,übernachten,1
4877,überpinseln,1
4878,überschauen,1
4879,überschulden,1
4880,überstellen,1
4881,überstimmen,1
4882,überstülpen,1
4883,überstürzen,1
4884,übertölpeln,1
4885,übertünchen,1
4886,überwältigen,1
4887,umarbeiten,1
4888,umbesetzen,1
4889,umbesinnen,1
4890,umblättern,1
4891,umfahren,1
4892,umfrisieren,1
4893,umgießen,1
4894,umhergehen,1
4895,umhergeistern,1
4896,umherhüpfen,1
4897,umherschleichen,1
4898,umherschleppen,1
4899,umhertragen,1
4900,umhinkommen,1
4901,umjubeln,1
4902,umkippen,1
4903,umknicken,1
4904,umkonnektieren,1
4905,umkopieren,1
4906,umladen,1
4907,umlagern,1
4908,ummanteln,1
4909,ummelden,1
4910,umnutzen,1
4911,umorientieren,1
4912,umplatzieren,1
4913,umranken,1
4914,umrouten,1
4915,umsatteln,1
4916,umsiedeln,1
4917,umspannen,1
4918,umstreichen,1
4919,umstricken,1
4920,umstürzen,1
4921,umwälzen,1
4922,umwehen,1
4923,umwickeln,1
4924,unterbuttern,1
4925,unterfordern,1
4926,untergeschoben,1
4927,untertauchen,1
4928,unterweisen,1
4929,vektorisieren,1
4930,verabreichen,1
4931,verarschen,1
4932,verballhornen,1
4933,verbeulen,1
4934,verblassen,1
4935,verblöden,1
4936,verbrechen,1
4937,verbuddeln,1
4938,verdummen,1
4939,verdunkeln,1
4940,verdünnen,1
4941,verdüstern,1
4942,verengen,1
4943,vererben,1
4944,verfechten,1
4945,verflachen,1
4946,verflechten,1
4947,verflüssigen,1
4948,verfrachten,1
4949,verfünfzehnfachen,1
4950,verfünfzigfachen,1
4951,verfüttern,1
4952,vergasen,1
4953,vergesellschaften,1
4954,vergießen,1
4955,vergiften,1
4956,verhallen,1
4957,verhauen,1
4958,verheben,1
4959,verhoben,1
4960,verhundertfachen,1
4961,verhungern,1
4962,verhunzen,1
4963,verinnerlichen,1
4964,verjähren,1
4965,verjüngen,1
4966,verketten,1
4967,verklären,1
4968,verkleben,1
4969,verkleiden,1
4970,verklingen,1
4971,verknacken,1
4972,verkohlen,1
4973,verkomplizieren,1
4974,verkonsumieren,1
4975,verkümmern,1
4976,verkuppeln,1
4977,verleben,1
4978,verlernen,1
4979,verleumden,1
4980,verlieben,1
4981,verlocken,1
4982,vermachen,1
4983,vermakeln,1
4984,vermarken,1
4985,vermengen,1
4986,vernebeln,1
4987,verniedlichen,1
4988,verpennen,1
4989,verplempern,1
4990,verpuppen,1
4991,verrammeln,1
4992,verramschen,1
4993,verriegeln,1
4994,verrotten,1
4995,verrutschen,1
4996,versanden,1
4997,versauern,1
4998,versaufen,1
4999,verschaukeln,1
5000,verscheuchen,1
